customer_id,full_name,email,phone,city,loyalty_points,first_name,last_name
CUST1041,Anaya Shah,ishita.kulkarni464@gmail.com,6629059498.0,Kolkata,130,Anaya,Shah
CUST1042,Suresh Gupta,anaya.gupta581@gmail.com,6868747656.0,Jaipur,32,Suresh,Gupta
CUST1043,Diya Kapoor,mira.khan970@gmail.com,3387166923.0,Hyderabad,0,Diya,Kapoor
CUST1044,Aarav Singh,diya.patel823@gmail.com,7932815583.0,Hyderabad,11,Aarav,Singh
CUST1045,Aarav Das,ishita.reddy99@gmail.com,4739644259.0,Pune,69,Aarav,Das
CUST1046,Diya Reddy,rohan.kapoor317@gmail.com,9528701298.0,Mumbai,79,Diya,Reddy
CUST1047,Anita Singh,diya.sharma665@gmail.com,5614054351.0,Surat,7,Anita,Singh
CUST1048,Rahul Shah,anaya.singh494@gmail.com,2471268418.0,Pune,98,Rahul,Shah
CUST1049,Anaya Nair,arjun.patel540@gmail.com,4284164727.0,Hyderabad,9,Anaya,Nair
CUST1050,Suresh Singh,NA,8117626615.0,Delhi,79,Suresh,Singh
CUST1051,Mira Shah,sneha.nair262@gmail.com,8246003059.0,Mumbai,43,Mira,Shah
CUST1052,Rohan Khan,NA,9744867345.0,Delhi,55,Rohan,Khan
CUST1053,Aarav Kulkarni,anita.patel973@gmail.com,3611235269.0,Delhi,89,Aarav,Kulkarni
CUST1054,Arjun Reddy,anaya.kulkarni605@gmail.com,1639953918.0,Ahmedabad,91,Arjun,Reddy
CUST1055,Ishita Sharma,priya.gupta739@gmail.com,1648154937.0,Kolkata,10,Ishita,Sharma
CUST1056,Kabir Kapoor,aarav.nair774@gmail.com,2017130035.0,Mumbai,74,Kabir,Kapoor
CUST1057,Sneha Nair,arjun.sharma172@gmail.com,7443364218.0,Ahmedabad,60,Sneha,Nair
CUST1058,Aarav Reddy,aarav.kapoor940@gmail.com,8084239380.0,Pune,65,Aarav,Reddy
CUST1059,Anita Patel,rahul.gupta276@gmail.com,4721561441.0,Kolkata,150,Anita,Patel
CUST1060,Kabir Gupta,anita.sharma684@gmail.com,3513459896.0,Delhi,103,Kabir,Gupta
CUST1061,Rohan Das,aarav.kapoor700@gmail.com,1495501447.0,Ahmedabad,0,Rohan,Das
CUST1062,Anita Khan,kabir.nair251@gmail.com,5788188883.0,Mumbai,64,Anita,Khan
CUST1063,Rohan Patel,priya.khan720@gmail.com,9223428216.0,Surat,62,Rohan,Patel
CUST1064,Rahul Khan,rahul.reddy369@gmail.com,7292710041.0,Bengaluru,0,Rahul,Khan
CUST1065,Mira Nair,suresh.sharma136@gmail.com,9194058411.0,Bengaluru,16,Mira,Nair
CUST1066,Ishita Shah,ishita.reddy436@gmail.com,NA,Chennai,191,Ishita,Shah
CUST1067,Ishita Kulkarni,priya.nair388@gmail.com,3189630804.0,Kolkata,0,Ishita,Kulkarni
CUST1068,Sneha Nair,arjun.kulkarni592@gmail.com,7075231916.0,Kolkata,107,Sneha,Nair
CUST1069,Diya Kulkarni,anita.das862@gmail.com,NA,Hyderabad,242,Diya,Kulkarni
CUST1070,Aarav Khan,ishita.nair326@gmail.com,7395273891.0,Delhi,134,Aarav,Khan
CUST1071,Rahul Kapoor,rahul.das44@gmail.com,3331642883.0,Delhi,48,Rahul,Kapoor
CUST1072,Mira Khan,anaya.nair681@gmail.com,NA,Bengaluru,105,Mira,Khan
CUST1073,Rahul Patel,mira.shah15@gmail.com,6393256427.0,Hyderabad,0,Rahul,Patel
CUST1074,Anaya Nair,suresh.kulkarni47@gmail.com,NA,Jaipur,85,Anaya,Nair
CUST1075,Rahul Khan,diya.reddy535@gmail.com,9824801634.0,Hyderabad,288,Rahul,Khan
CUST1076,Kabir Singh,anita.das477@gmail.com,6574994875.0,Jaipur,215,Kabir,Singh
CUST1077,Priya Singh,anaya.reddy766@gmail.com,4795967586.0,Surat,80,Priya,Singh
CUST1078,Kabir Kapoor,anaya.das567@gmail.com,6236537674.0,Delhi,55,Kabir,Kapoor
CUST1079,Anaya Das,arjun.kapoor257@gmail.com,4871220977.0,Pune,29,Anaya,Das
CUST1080,Ishita Singh,anita.sharma186@gmail.com,6732865329.0,Ahmedabad,60,Ishita,Singh
CUST1081,Arjun Singh,suresh.shah883@gmail.com,6763814434.0,Bengaluru,120,Arjun,Singh
CUST1082,Priya Das,suresh.nair261@gmail.com,7239271197.0,Mumbai,0,Priya,Das
CUST1083,Rahul Gupta,anita.kulkarni746@gmail.com,2959049906.0,Chennai,68,Rahul,Gupta
CUST1084,Rahul Reddy,rohan.khan907@gmail.com,1016655022.0,Chennai,87,Rahul,Reddy
CUST1085,Sures hNair,ishita.singh116@gmail.com,5953319367.0,Hyderabad,160,Sures,hNair
CUST1086,Mira Das,diya.shah911@gmail.com,9302408648.0,Delhi,116,Mira,Das
CUST1087,Rahul Reddy,suresh.gupta475@gmail.com,8355916734.0,Bengaluru,133,Rahul,Reddy
CUST1088,Arjun Gupta,aarav.shah715@gmail.com,9069077406.0,Ahmedabad,63,Arjun,Gupta
CUST1089,Kabir Patel,rahul.reddy302@gmail.com,9704142873.0,Mumbai,41,Kabir,Patel
CUST1090,Aarav Khan,arjun.khan894@gmail.com,9880058973.0,Bengaluru,0,Aarav,Khan
CUST1091,Diya Kapoor,rahul.shah747@gmail.com,8730726081.0,Hyderabad,129,Diya,Kapoor
CUST1092,Arjun Singh,anaya.nair767@gmail.com,2076639123.0,Pune,45,Arjun,Singh
CUST1093,Aniat Reddy,rahul.reddy863@gmail.com,4775534967.0,Delhi,67,Aniat,Reddy
CUST1094,Anaya Reddy,NA,1130400655.0,Kolkata,166,Anaya,Reddy
CUST1095,Anita Reddy,anaya.shah42@gmail.com,NA,Hyderabad,65,Anita,Reddy
CUST1096,Anaya Sharma,anita.nair293@gmail.com,5038983385.0,Delhi,122,Anaya,Sharma
CUST1097,ArjunS harma,ishita.khan948@gmail.com,2596736764.0,Delhi,141,ArjunS,harma
CUST1098,Rahul Das,NA,4063146874.0,Jaipur,100,Rahul,Das
CUST1099,Rohan Gupta,anita.shah676@gmail.com,NA,Bengaluru,0,Rohan,Gupta
CUST1100,Anita Das,anaya.das733@gmail.com,7652900326.0,Mumbai,59,Anita,Das
CUST1101,Aarav Shah,rahul.shah670@gmail.com,2729470010.0,Jaipur,144,Aarav,Shah
CUST1102,Anaya Patel,sneha.gupta249@gmail.com,6145264667.0,Hyderabad,108,Anaya,Patel
CUST1103,Arjun Dsa,diya.khan953@gmail.com,8260641173.0,Chennai,70,Arjun,Dsa
CUST1104,Suresh Singh,rahul.reddy951@gmail.com,7906036744.0,Mumbai,0,Suresh,Singh
CUST1105,Suresh Singh,NA,6447865509.0,Bengaluru,193,Suresh,Singh
CUST1106,Rohan Das,priya.patel847@gmail.com,9486499253.0,Hyderabad,160,Rohan,Das
CUST1107,Anaya Shah,rahul.khan797@gmail.com,7556966170.0,Mumbai,33,Anaya,Shah
CUST1108,Rahul Khan,arjun.shah455@gmail.com,NA,Delhi,92,Rahul,Khan
CUST1109,Miar Gupta,anaya.singh398@gmail.com,6695089714.0,Hyderabad,0,Miar,Gupta
CUST1110,Mira Kulkarni,diya.nair345@gmail.com,1368753947.0,Chennai,29,Mira,Kulkarni
CUST1111,Rahul Das,sneha.kulkarni900@gmail.com,1913453626.0,Mumbai,40,Rahul,Das
CUST1112,Aara vReddy,kabir.khan891@gmail.com,NA,Pune,17,Aara,vReddy
CUST1113,Sneha Sharma,rohan.shah284@gmail.com,NA,Bengaluru,112,Sneha,Sharma
CUST1114,Diya Kulkarni,priya.kapoor300@gmail.com,8800210924.0,Hyderabad,61,Diya,Kulkarni
CUST1115,Rohan Nair,diya.shah799@gmail.com,1399890168.0,Surat,18,Rohan,Nair
CUST1116,Aarav Kapoor,rahul.kulkarni89@gmail.com,4085712301.0,Surat,203,Aarav,Kapoor
CUST1117,Rahul Patel,ishita.das935@gmail.com,1700638216.0,Jaipur,51,Rahul,Patel
CUST1118,Sneha Singh,rahul.kapoor320@gmail.com,NA,Delhi,0,Sneha,Singh
CUST1119,Rahul Singh,rahul.das712@gmail.com,8658076328.0,Pune,93,Rahul,Singh
CUST1120,Anaya Sharma,anaya.shah414@gmail.com,NA,Ahmedabad,105,Anaya,Sharma
CUST1121,Rohan Reddy,aarav.patel296@gmail.com,8653495531.0,Bengaluru,114,Rohan,Reddy
CUST1122,Rohan Shah,anita.patel475@gmail.com,2304013315.0,Hyderabad,80,Rohan,Shah
CUST1123,Suresh Kapoor,ishita.khan81@gmail.com,9568989889.0,Pune,98,Suresh,Kapoor
CUST1124,Rahul Patel,anita.shah514@gmail.com,4920107962.0,Chennai,100,Rahul,Patel
CUST1125,Rahul Kulkarni,NA,2007462775.0,Ahmedabad,66,Rahul,Kulkarni
CUST1126,Kabir Shah,sneha.sharma258@gmail.com,6894929453.0,Jaipur,39,Kabir,Shah
CUST1127,Diya Das,aarav.reddy443@gmail.com,1014470480.0,Delhi,123,Diya,Das
CUST1128,Priya Reddy,diya.shah174@gmail.com,2325913236.0,Bengaluru,20,Priya,Reddy
CUST1129,Sneha Shah,NA,5488194055.0,Mumbai,0,Sneha,Shah
CUST1130,Mira Gupta,diya.nair899@gmail.com,5695106525.0,Surat,33,Mira,Gupta
CUST1131,Rahul Khan,anita.kapoor442@gmail.com,9736529441.0,Ahmedabad,0,Rahul,Khan
CUST1132,Mira Singh,NA,5181230598.0,Delhi,139,Mira,Singh
CUST1133,Rahul Reddy,rohan.khan103@gmail.com,9043693651.0,Mumbai,14,Rahul,Reddy
CUST1134,Anaya Patel,sneha.nair622@gmail.com,2310028253.0,Chennai,244,Anaya,Patel
CUST1135,Sneha Reddy,diya.nair877@gmail.com,4149809963.0,Jaipur,183,Sneha,Reddy
CUST1136,Priya Sharma,rahul.sharma199@gmail.com,3482871402.0,Mumbai,35,Priya,Sharma
CUST1137,Anita hSarma,arjun.singh171@gmail.com,9801391527.0,Jaipur,127,Anita,hSarma
CUST1138,Anaya Gupta,sneha.sharma106@gmail.com,3366411108.0,Delhi,46,Anaya,Gupta
CUST1139,Anaya Das,rahul.reddy629@gmail.com,6872377312.0,Chennai,123,Anaya,Das
CUST1140,Antia Gupta,sneha.patel199@gmail.com,7692175145.0,Mumbai,276,Antia,Gupta
CUST1141,Kabir Khan,anita.gupta798@gmail.com,8713737141.0,Jaipur,102,Kabir,Khan
CUST1142,Sneha Kapoor,priya.patel412@gmail.com,1684875588.0,Pune,44,Sneha,Kapoor
CUST1143,Arjun Reddy,aarav.patel634@gmail.com,8606222560.0,Mumbai,88,Arjun,Reddy
CUST1144,Priya Sharma,rahul.sharma679@gmail.com,5546700268.0,Delhi,51,Priya,Sharma
CUST1145,Diya Sharma,diya.sharma0@gmail.com,6061980803.0,Delhi,128,Diya,Sharma
CUST1146,Mira Gupta,anita.kapoor576@gmail.com,9598751416.0,Jaipur,96,Mira,Gupta
CUST1147,Rahul aPtel,aarav.sharma739@gmail.com,2129875415.0,Chennai,83,Rahul,aPtel
CUST1148,Suresh Kulkarni,aarav.nair95@gmail.com,8902322771.0,Bengaluru,40,Suresh,Kulkarni
CUST1149,Rahul Sharma,anaya.reddy485@gmail.com,3824892895.0,Kolkata,97,Rahul,Sharma
CUST1150,Aarav Kapoor,sneha.das341@gmail.com,5318949244.0,Hyderabad,189,Aarav,Kapoor
CUST1151,Ishita Das,anaya.das672@gmail.com,NA,Kolkata,95,Ishita,Das
CUST1152,Rahul Kulkarni,sneha.kulkarni324@gmail.com,5711304650.0,Pune,154,Rahul,Kulkarni
CUST1153,Suresh Das,mira.reddy205@gmail.com,NA,Bengaluru,101,Suresh,Das
CUST1154,Rohan Nair,ishita.reddy286@gmail.com,2321650050.0,Surat,155,Rohan,Nair
CUST1155,DiyaS ingh,ishita.patel481@gmail.com,8651364107.0,Hyderabad,84,DiyaS,ingh
CUST1156,Diya Shah,rohan.reddy428@gmail.com,1002792012.0,Kolkata,39,Diya,Shah
CUST1157,Anita Patel,anita.kapoor104@gmail.com,1400052049.0,Ahmedabad,61,Anita,Patel
CUST1158,Kabir Reddy,suresh.das379@gmail.com,5205428961.0,Jaipur,174,Kabir,Reddy
CUST1159,Anita Sharma,arjun.reddy927@gmail.com,NA,Pune,108,Anita,Sharma
CUST1160,Mira Shah,sneha.patel711@gmail.com,9254326530.0,Bengaluru,94,Mira,Shah
CUST1161,Priya Gupta,rahul.nair827@gmail.com,NA,Pune,149,Priya,Gupta
CUST1162,Mira Sharma,rohan.singh648@gmail.com,3559117692.0,Ahmedabad,142,Mira,Sharma
CUST1163,Mira Khan,NA,5603385047.0,Hyderabad,153,Mira,Khan
CUST1164,Sneha Gupta,NA,4251565474.0,Kolkata,56,Sneha,Gupta
CUST1165,Suresh Kapoor,aarav.nair500@gmail.com,7078974223.0,Ahmedabad,107,Suresh,Kapoor
CUST1166,Aarav Das,kabir.kulkarni926@gmail.com,NA,Delhi,118,Aarav,Das
CUST1167,Suresh Patel,NA,1238874927.0,Bengaluru,15,Suresh,Patel
CUST1168,Ishita Singh,anita.khan723@gmail.com,3025403916.0,Mumbai,264,Ishita,Singh
CUST1169,Miar Gupta,NA,NA,Pune,0,Miar,Gupta
CUST1170,Ishita Kulkarni,anita.shah991@gmail.com,9155312845.0,Kolkata,87,Ishita,Kulkarni
CUST1171,Anita Gupta,rohan.nair484@gmail.com,8704330656.0,Bengaluru,73,Anita,Gupta
CUST1172,Mira Singh,mira.reddy545@gmail.com,7031117898.0,Pune,176,Mira,Singh
CUST1173,Ishita Reddy,priya.khan120@gmail.com,3549511824.0,Kolkata,109,Ishita,Reddy
CUST1174,Ishita Nair,NA,7543587693.0,Mumbai,27,Ishita,Nair
CUST1175,Ishita Shah,NA,1511009876.0,Bengaluru,97,Ishita,Shah
CUST1176,Arjun Shah,arjun.nair623@gmail.com,3682950659.0,Jaipur,174,Arjun,Shah
CUST1177,Mira Das,ishita.sharma759@gmail.com,5211308038.0,Surat,56,Mira,Das
CUST1178,nAaya Gupta,arjun.sharma193@gmail.com,4801322401.0,Hyderabad,142,nAaya,Gupta
CUST1179,Mira Das,ishita.gupta483@gmail.com,9503747168.0,Chennai,44,Mira,Das
CUST1180,Priya Sharma,aarav.shah392@gmail.com,4759815414.0,Jaipur,88,Priya,Sharma
CUST1181,Anita Patel,mira.kulkarni885@gmail.com,8442238747.0,Ahmedabad,184,Anita,Patel
CUST1182,Suresh Sharma,arjun.kulkarni553@gmail.com,NA,Ahmedabad,182,Suresh,Sharma
CUST1183,Aarav Das,anita.gupta564@gmail.com,2905364564.0,Bengaluru,129,Aarav,Das
CUST1184,Mira Singh,anita.singh625@gmail.com,7555972709.0,Ahmedabad,111,Mira,Singh
CUST1185,Mira Patel,diya.kapoor216@gmail.com,9412002252.0,Surat,51,Mira,Patel
CUST1186,Anaya Singh,ishita.sharma538@gmail.com,2678643764.0,Jaipur,185,Anaya,Singh
CUST1187,Rohan Gupta,rahul.kulkarni878@gmail.com,8142557105.0,Chennai,68,Rohan,Gupta
CUST1188,Rahul Shah,NA,9884401187.0,Hyderabad,69,Rahul,Shah
CUST1189,Sneha Kulkarni,arjun.nair243@gmail.com,6041468982.0,Kolkata,25,Sneha,Kulkarni
CUST1190,Sneha Gupta,sneha.patel527@gmail.com,2020724097.0,Delhi,14,Sneha,Gupta
CUST1191,Sneha Shah,rohan.kapoor896@gmail.com,8054521358.0,Surat,129,Sneha,Shah
CUST1192,Mira Kulkarni,aarav.patel34@gmail.com,7824375829.0,Chennai,122,Mira,Kulkarni
CUST1193,Sneha Patel,NA,2554654173.0,Surat,83,Sneha,Patel
CUST1194,Suresh Gupta,kabir.khan688@gmail.com,3169789480.0,Chennai,96,Suresh,Gupta
CUST1195,Arjun Shah,aarav.patel433@gmail.com,1448723100.0,Delhi,86,Arjun,Shah
CUST1196,Mira Kapoor,ishita.gupta479@gmail.com,9583364128.0,Surat,145,Mira,Kapoor
CUST1197,Sneha Sharma,priya.sharma213@gmail.com,6823483266.0,Delhi,55,Sneha,Sharma
CUST1198,Mira Gupta,NA,2073140795.0,Delhi,96,Mira,Gupta
CUST1199,Mira Khan,kabir.sharma471@gmail.com,2303161038.0,Hyderabad,67,Mira,Khan
CUST1200,Kabir Reddy,kabir.nair844@gmail.com,1290402892.0,Jaipur,154,Kabir,Reddy
CUST1201,Aarav Singh,diya.singh205@gmail.com,3474461553.0,Jaipur,22,Aarav,Singh
CUST1202,Anaya Sharma,priya.shah574@gmail.com,2666618625.0,Pune,130,Anaya,Sharma
CUST1203,Kabir Shah,rohan.gupta847@gmail.com,1261864167.0,Hyderabad,118,Kabir,Shah
CUST1204,Surehs Reddy,priya.gupta436@gmail.com,5041545137.0,Bengaluru,34,Surehs,Reddy
CUST1205,Ishita Gupta,suresh.gupta145@gmail.com,6290942089.0,Bengaluru,112,Ishita,Gupta
CUST1206,Diya Kapoor,arjun.shah614@gmail.com,2521173224.0,Ahmedabad,49,Diya,Kapoor
CUST1207,Diya Patel,anaya.reddy920@gmail.com,9696464048.0,Pune,149,Diya,Patel
CUST1208,Anita Patel,kabir.shah952@gmail.com,6088946291.0,Jaipur,142,Anita,Patel
CUST1209,Priya Patel,mira.sharma638@gmail.com,9838364112.0,Mumbai,81,Priya,Patel
CUST1210,Priya Shah,rohan.kulkarni126@gmail.com,8408628369.0,Hyderabad,109,Priya,Shah
CUST1211,Ishita Patel,sneha.nair452@gmail.com,6087194290.0,Mumbai,78,Ishita,Patel
CUST1212,Diya Kapoor,priya.singh205@gmail.com,3810059105.0,Delhi,112,Diya,Kapoor
CUST1213,Sneha Kapoor,sneha.gupta444@gmail.com,7616471852.0,Bengaluru,103,Sneha,Kapoor
CUST1214,Ishita Singh,priya.khan907@gmail.com,6852055918.0,Chennai,120,Ishita,Singh
CUST1215,Suresh Singh,mira.shah897@gmail.com,2924569342.0,Chennai,146,Suresh,Singh
CUST1216,Kabir Shah,rohan.singh648@gmail.com,3908757018.0,Surat,0,Kabir,Shah
CUST1217,Ishita Gupta,rahul.shah222@gmail.com,4403834554.0,Delhi,72,Ishita,Gupta
CUST1218,Ishita Reddy,anaya.kapoor272@gmail.com,8406111885.0,Hyderabad,96,Ishita,Reddy
CUST1219,Kabir Shah,priya.kapoor854@gmail.com,6354997581.0,Chennai,114,Kabir,Shah
CUST1220,Arjun Sharma,rahul.reddy609@gmail.com,8820004213.0,Surat,210,Arjun,Sharma
CUST1221,Anaya Kulkarni,aarav.sharma817@gmail.com,9473974829.0,Pune,0,Anaya,Kulkarni
CUST1222,Ishita Nair,priya.singh537@gmail.com,2584384343.0,Ahmedabad,78,Ishita,Nair
CUST1223,Sneha Das,kabir.das979@gmail.com,8599535830.0,Jaipur,53,Sneha,Das
CUST1224,Priya Sharma,sneha.sharma833@gmail.com,8139128782.0,Mumbai,0,Priya,Sharma
CUST1225,Anita hSarma,diya.singh874@gmail.com,2143295013.0,Delhi,217,Anita,hSarma
CUST1226,Anita Nair,NA,NA,Surat,56,Anita,Nair
CUST1227,Sneha Sharma,anita.gupta283@gmail.com,8871872454.0,Ahmedabad,72,Sneha,Sharma
CUST1228,Anaya Sharma,diya.kapoor325@gmail.com,6158622254.0,Delhi,55,Anaya,Sharma
CUST1229,Aarav Sharma,rahul.reddy766@gmail.com,7215863878.0,Chennai,77,Aarav,Sharma
CUST1230,Ishita Singh,arjun.patel757@gmail.com,6723221673.0,Bengaluru,122,Ishita,Singh
CUST1231,Aarav Kapoor,diya.patel432@gmail.com,6495153733.0,Delhi,124,Aarav,Kapoor
CUST1232,Anay aNair,anaya.patel518@gmail.com,1970985527.0,Pune,71,Anay,aNair
CUST1233,Aarav Gupta,arjun.gupta389@gmail.com,9495925017.0,Surat,145,Aarav,Gupta
CUST1234,Mira Khan,suresh.kapoor55@gmail.com,2488661675.0,Bengaluru,33,Mira,Khan
CUST1235,Suresh Singh,kabir.sharma488@gmail.com,2517077067.0,Hyderabad,106,Suresh,Singh
CUST1236,Kabir Das,suresh.patel972@gmail.com,8928120301.0,Mumbai,58,Kabir,Das
CUST1237,Rahul Das,mira.sharma477@gmail.com,7847471142.0,Mumbai,122,Rahul,Das
CUST1238,Kabir Kpaoor,arjun.patel61@gmail.com,4798839717.0,Ahmedabad,121,Kabir,Kpaoor
CUST1239,Mira Das,priya.gupta179@gmail.com,7481888014.0,Kolkata,351,Mira,Das
CUST1240,Rahul Singh,anaya.gupta891@gmail.com,8596643818.0,Mumbai,0,Rahul,Singh
CUST1241,Rohan Reddy,priya.patel629@gmail.com,9407485113.0,Delhi,37,Rohan,Reddy
CUST1242,Anita Das,rahul.kulkarni744@gmail.com,5420792593.0,Surat,15,Anita,Das
CUST1243,Aarav Reddy,ishita.khan843@gmail.com,NA,Surat,0,Aarav,Reddy
CUST1244,Anita Sharma,NA,9305570335.0,Delhi,52,Anita,Sharma
CUST1245,Rohan Gupta,priya.shah95@gmail.com,9001034681.0,Hyderabad,30,Rohan,Gupta
CUST1246,Anaya Kapoor,anita.sharma74@gmail.com,4433104752.0,Kolkata,84,Anaya,Kapoor
CUST1247,Sneha Khan,rahul.khan117@gmail.com,4798512256.0,Kolkata,37,Sneha,Khan
CUST1248,Arjun Patel,anita.shah33@gmail.com,6570550500.0,Bengaluru,21,Arjun,Patel
CUST1249,Aarav Shah,priya.khan34@gmail.com,8439747008.0,Ahmedabad,89,Aarav,Shah
CUST1250,Kabir Singh,NA,7435709736.0,Bengaluru,0,Kabir,Singh
CUST1251,Anita Kulkarni,anaya.reddy71@gmail.com,3421280398.0,Surat,218,Anita,Kulkarni
CUST1252,Suresh Patel,diya.das203@gmail.com,6609125293.0,Hyderabad,34,Suresh,Patel
CUST1253,Mira Gupta,rohan.sharma875@gmail.com,9086589702.0,Chennai,46,Mira,Gupta
CUST1254,Rahul Shah,kabir.gupta21@gmail.com,2575472738.0,Chennai,225,Rahul,Shah
CUST1255,Rahul Khan,aarav.khan705@gmail.com,8963860797.0,Hyderabad,48,Rahul,Khan
CUST1256,Sneha Khan,anita.nair753@gmail.com,NA,Ahmedabad,81,Sneha,Khan
CUST1257,Anaya Singh,sneha.kapoor253@gmail.com,4641944665.0,Delhi,17,Anaya,Singh
CUST1258,Rohan Khan,anita.kapoor449@gmail.com,7386873281.0,Jaipur,60,Rohan,Khan
CUST1259,Mira Sharma,arjun.das257@gmail.com,8825488754.0,Kolkata,230,Mira,Sharma
CUST1260,Priya Gupta,diya.nair997@gmail.com,6546199663.0,Kolkata,152,Priya,Gupta
CUST1261,Suresh Kapoor,sneha.das319@gmail.com,NA,Delhi,8,Suresh,Kapoor
CUST1262,Priya Sharma,rohan.singh458@gmail.com,3208368628.0,Ahmedabad,162,Priya,Sharma
CUST1263,Sneha Reddy,kabir.gupta48@gmail.com,3104295893.0,Hyderabad,38,Sneha,Reddy
CUST1264,Anaya Das,rohan.sharma574@gmail.com,7300651931.0,Bengaluru,58,Anaya,Das
CUST1265,Arjun Kulkarni,arjun.singh309@gmail.com,1727531093.0,Ahmedabad,43,Arjun,Kulkarni
CUST1266,Anita Singh,aarav.shah439@gmail.com,7636054185.0,Jaipur,132,Anita,Singh
CUST1267,Rahul Singh,ishita.patel472@gmail.com,2279011772.0,Surat,46,Rahul,Singh
CUST1268,Rahul Reddy,rohan.kulkarni197@gmail.com,2399272953.0,Kolkata,43,Rahul,Reddy
CUST1269,Dyia Khan,anaya.nair762@gmail.com,7846819216.0,Surat,118,Dyia,Khan
