customer_id,full_name,email,phone,city,loyalty_points
CUST1032,Anaya Das,sneha.das972@gmail.com,4130141004.0,Kolkata,69.0
CUST1033,Kabir Singh,rohan.sharma795@gmail.com,9746784383.0,Delhi,54.0
CUST1034,Rohan Kapoor,rohan.singh367@gmail.com,6160715011.0,Chennai,
CUST1035,Ishita Kulkarni,diya.patel644@gmail.com,1697836610.0,Mumbai,53.0
CUST1036,Suresh Shah,anaya.reddy63@gmail.com,6468750667.0,Mumbai,62.0
CUST1037,Kabir Shah,anaya.gupta481@gmail.com,2626391672.0,Pune,75.0
CUST1038,Ishita Patel,anaya.patel182@gmail.com,5364884024.0,Jaipur,70.0
CUST1039,Mira Singh,rahul.khan464@gmail.com,23896880.0,Pune,164.0
CUST1040,Rohan Kapoor,,4287020697.0,Pune,
CUST1041,Anaya Shah,ishita.kulkarni464@gmail.com,6629059498.0,Kolkata,130.0
CUST1042,Suresh Gupta,anaya.gupta581@gmail.com,6868747656.0,Jaipur,32.0
CUST1043,Diya Kapoor,mira.khan970@gmail.com,3387166923.0,Hyderabad,
CUST1044,Aarav Singh,diya.patel823@gmail.com,7932815583.0,Hyderabad,11.0
CUST1045,Aarav Das,ishita.reddy99@gmail.com,4739644259.0,Pune,69.0
CUST1046,Diya Reddy,rohan.kapoor317@gmail.com,9528701298.0,Mumbai,79.0
CUST1047,Anita Singh,diya.sharma665@gmail.com,5614054351.0,Surat,7.0
CUST1048,Rahul Shah,anaya.singh494@gmail.com,2471268418.0,Pune,98.0
CUST1049,Anaya Nair,arjun.patel540@gmail.com,4284164727.0,Hyderabad,9.0
CUST1050,Suresh Singh,,8117626615.0,Delhi,79.0
CUST1051,Mira Shah,sneha.nair262@gmail.com,8246003059.0,Mumbai,43.0
CUST1052,Rohan Khan,,9744867345.0,Delhi,55.0
CUST1053,Aarav Kulkarni,anita.patel973@gmail.com,3611235269.0,Delhi,89.0
CUST1054,Arjun Reddy,anaya.kulkarni605@gmail.com,1639953918.0,Ahmedabad,91.0
CUST1055,Ishita Sharma,priya.gupta739@gmail.com,1648154937.0,Kolkata,10.0
CUST1056,Kabir Kapoor,aarav.nair774@gmail.com,2017130035.0,Mumbai,74.0
CUST1057,Sneha Nair,arjun.sharma172@gmail.com,7443364218.0,Ahmedabad,60.0
CUST1058,Aarav Reddy,aarav.kapoor940@gmail.com,8084239380.0,Pune,65.0
CUST1059,Anita Patel,rahul.gupta276@gmail.com,4721561441.0,Kolkata,150.0
CUST1060,Kabir Gupta,anita.sharma684@gmail.com,3513459896.0,Delhi,103.0
CUST1061,Rohan Das,aarav.kapoor700@gmail.com,1495501447.0,Ahmedabad,
CUST1062,Anita Khan,kabir.nair251@gmail.com,5788188883.0,Mumbai,64.0
CUST1063,Rohan Patel,priya.khan720@gmail.com,9223428216.0,Surat,62.0
CUST1064,Rahul Khan,rahul.reddy369@gmail.com,7292710041.0,Bangalore,
CUST1065,Mira Nair,suresh.sharma136@gmail.com,9194058411.0,Bangalore,16.0
CUST1066,Ishita Shah,ishita.reddy436@gmail.com,809829690.0,Chennai,191.0
CUST1067,Ishita Kulkarni,priya.nair388@gmail.com,3189630804.0,Kolkata,
CUST1068,Sneha Nair,arjun.kulkarni592@gmail.com,7075231916.0,Kolkata,107.0
CUST1069,Diya Kulkarni,anita.das862@gmail.com,,Hyderabad,242.0
CUST1070,Aarav Khan,ishita.nair326@gmail.com,7395273891.0,Delhi,134.0
CUST1071,Rahul Kapoor,rahul.das44@gmail.com,3331642883.0,Delhi,48.0
CUST1072,Mira Khan,anaya.nair681@gmail.com,261982934.0,Bangalore,105.0
CUST1073,Rahul Patel,mira.shah15@gmail.com,6393256427.0,Hyderabad,
CUST1074,Anaya Nair,suresh.kulkarni47@gmail.com,,Jaipur,85.0
CUST1075,Rahul Khan,diya.reddy535@gmail.com,9824801634.0,Hyderabad,288.0
CUST1076,Kabir Singh,anita.das477@gmail.com,6574994875.0,Jaipur,215.0
CUST1077,Priya Singh,anaya.reddy766@gmail.com,4795967586.0,Surat,80.0
CUST1078,Kabir Kapoor,anaya.das567@gmail.com,6236537674.0,Delhi,55.0
CUST1079,Anaya Das,arjun.kapoor257@gmail.com,4871220977.0,Pune,29.0
CUST1080,Ishita Singh,anita.sharma186@gmail.com,6732865329.0,Ahmedabad,60.0
CUST1081,Arjun Singh,suresh.shah883@gmail.com,6763814434.0,Bangalore,120.0
CUST1082,Priya Das,suresh.nair261@gmail.com,7239271197.0,Mumbai,
CUST1083,Rahul Gupta,anita.kulkarni746@gmail.com,2959049906.0,Chennai,68.0
CUST1084,Rahul Reddy,rohan.khan907@gmail.com,1016655022.0,Chennai,87.0
CUST1085,Sures hNair,ishita.singh116@gmail.com,5953319367.0,Hyderabad,160.0
CUST1086,Mira Das,diya.shah911@gmail.com,9302408648.0,Delhi,116.0
CUST1087,Rahul Reddy,suresh.gupta475@gmail.com,8355916734.0,Bangalore,133.0
CUST1088,Arjun Gupta,aarav.shah715@gmail.com,9069077406.0,Ahmedabad,63.0
CUST1089,Kabir Patel,rahul.reddy302@gmail.com,9704142873.0,Mumbai,41.0
CUST1090,Aarav Khan,arjun.khan894@gmail.com,9880058973.0,Bangalore,
CUST1091,Diya Kapoor,rahul.shah747@gmail.com,8730726081.0,Hyderabad,129.0
CUST1092,Arjun Singh,anaya.nair767@gmail.com,2076639123.0,Pune,45.0
CUST1093,Aniat Reddy,rahul.reddy863@gmail.com,4775534967.0,Delhi,67.0
CUST1094,Anaya Reddy,,1130400655.0,Kolkata,166.0
CUST1095,Anita Reddy,anaya.shah42@gmail.com,596139088.0,Hyderabad,65.0
CUST1096,Anaya Sharma,anita.nair293@gmail.com,5038983385.0,Delhi,122.0
CUST1097,ArjunS harma,ishita.khan948@gmail.com,2596736764.0,Delhi,141.0
CUST1098,Rahul Das,,4063146874.0,Jaipur,100.0
CUST1099,Rohan Gupta,anita.shah676@gmail.com,981092414.0,Bangalore,
CUST1100,Anita Das,anaya.das733@gmail.com,7652900326.0,Mumbai,59.0
CUST1101,Aarav Shah,rahul.shah670@gmail.com,2729470010.0,Jaipur,144.0
CUST1102,Anaya Patel,sneha.gupta249@gmail.com,6145264667.0,Hyderabad,108.0
CUST1103,Arjun Dsa,diya.khan953@gmail.com,8260641173.0,Chennai,70.0
CUST1104,Suresh Singh,rahul.reddy951@gmail.com,7906036744.0,Mumbai,
CUST1105,Suresh Singh,,6447865509.0,Bangalore,193.0
CUST1106,Rohan Das,priya.patel847@gmail.com,9486499253.0,Hyderabad,160.0
CUST1107,Anaya Shah,rahul.khan797@gmail.com,7556966170.0,Mumbai,33.0
CUST1108,Rahul Khan,arjun.shah455@gmail.com,966165130.0,Delhi,92.0
CUST1109,Miar Gupta,anaya.singh398@gmail.com,6695089714.0,Hyderabad,
CUST1110,Mira Kulkarni,diya.nair345@gmail.com,1368753947.0,Chennai,29.0
CUST1111,Rahul Das,sneha.kulkarni900@gmail.com,1913453626.0,Mumbai,40.0
CUST1112,Aara vReddy,kabir.khan891@gmail.com,79370518.0,Pune,17.0
CUST1113,Sneha Sharma,rohan.shah284@gmail.com,857505164.0,Bangalore,112.0
CUST1114,Diya Kulkarni,priya.kapoor300@gmail.com,8800210924.0,Hyderabad,61.0
CUST1115,Rohan Nair,diya.shah799@gmail.com,1399890168.0,Surat,18.0
CUST1116,Aarav Kapoor,rahul.kulkarni89@gmail.com,4085712301.0,Surat,203.0
CUST1117,Rahul Patel,ishita.das935@gmail.com,1700638216.0,Jaipur,51.0
CUST1118,Sneha Singh,rahul.kapoor320@gmail.com,,Delhi,
CUST1119,Rahul Singh,rahul.das712@gmail.com,8658076328.0,Pune,93.0
CUST1120,Anaya Sharma,anaya.shah414@gmail.com,613207523.0,Ahmedabad,105.0
CUST1121,Rohan Reddy,aarav.patel296@gmail.com,8653495531.0,Bangalore,114.0
CUST1122,Rohan Shah,anita.patel475@gmail.com,2304013315.0,Hyderabad,80.0
CUST1123,Suresh Kapoor,ishita.khan81@gmail.com,9568989889.0,Pune,98.0
CUST1124,Rahul Patel,anita.shah514@gmail.com,4920107962.0,Chennai,100.0
CUST1125,Rahul Kulkarni,,2007462775.0,Ahmedabad,66.0
CUST1126,Kabir Shah,sneha.sharma258@gmail.com,6894929453.0,Jaipur,39.0
CUST1127,Diya Das,aarav.reddy443@gmail.com,1014470480.0,Delhi,123.0
CUST1128,Priya Reddy,diya.shah174@gmail.com,2325913236.0,Bangalore,20.0
CUST1129,Sneha Shah,,5488194055.0,Mumbai,
CUST1130,Mira Gupta,diya.nair899@gmail.com,5695106525.0,Surat,33.0
CUST1131,Rahul Khan,anita.kapoor442@gmail.com,9736529441.0,Ahmedabad,
CUST1132,Mira Singh,,5181230598.0,Delhi,139.0
CUST1133,Rahul Reddy,rohan.khan103@gmail.com,9043693651.0,Mumbai,14.0
CUST1134,Anaya Patel,sneha.nair622@gmail.com,2310028253.0,Chennai,244.0
CUST1135,Sneha Reddy,diya.nair877@gmail.com,4149809963.0,Jaipur,183.0
CUST1136,Priya Sharma,rahul.sharma199@gmail.com,3482871402.0,Mumbai,35.0
CUST1137,Anita hSarma,arjun.singh171@gmail.com,9801391527.0,Jaipur,127.0
CUST1138,Anaya Gupta,sneha.sharma106@gmail.com,3366411108.0,Delhi,46.0
CUST1139,Anaya Das,rahul.reddy629@gmail.com,6872377312.0,Chennai,123.0
CUST1140,Antia Gupta,sneha.patel199@gmail.com,7692175145.0,Mumbai,276.0
CUST1141,Kabir Khan,anita.gupta798@gmail.com,8713737141.0,Jaipur,102.0
CUST1142,Sneha Kapoor,priya.patel412@gmail.com,1684875588.0,Pune,44.0
CUST1143,Arjun Reddy,aarav.patel634@gmail.com,8606222560.0,Mumbai,88.0
CUST1144,Priya Sharma,rahul.sharma679@gmail.com,5546700268.0,Delhi,51.0
CUST1145,Diya Sharma,diya.sharma0@gmail.com,6061980803.0,Delhi,128.0
CUST1146,Mira Gupta,anita.kapoor576@gmail.com,9598751416.0,Jaipur,96.0
CUST1147,Rahul aPtel,aarav.sharma739@gmail.com,2129875415.0,Chennai,83.0
CUST1148,Suresh Kulkarni,aarav.nair95@gmail.com,8902322771.0,Bangalore,40.0
CUST1149,Rahul Sharma,anaya.reddy485@gmail.com,3824892895.0,Kolkata,97.0
CUST1150,Aarav Kapoor,sneha.das341@gmail.com,5318949244.0,Hyderabad,189.0
CUST1151,Ishita Das,anaya.das672@gmail.com,,Kolkata,95.0
CUST1152,Rahul Kulkarni,sneha.kulkarni324@gmail.com,5711304650.0,Pune,154.0
CUST1153,Suresh Das,mira.reddy205@gmail.com,196229365.0,Bangalore,101.0
CUST1154,Rohan Nair,ishita.reddy286@gmail.com,2321650050.0,Surat,155.0
CUST1155,DiyaS ingh,ishita.patel481@gmail.com,8651364107.0,Hyderabad,84.0
CUST1156,Diya Shah,rohan.reddy428@gmail.com,1002792012.0,Kolkata,39.0
CUST1157,Anita Patel,anita.kapoor104@gmail.com,1400052049.0,Ahmedabad,61.0
CUST1158,Kabir Reddy,suresh.das379@gmail.com,5205428961.0,Jaipur,174.0
CUST1159,Anita Sharma,arjun.reddy927@gmail.com,,Pune,108.0
CUST1160,Mira Shah,sneha.patel711@gmail.com,9254326530.0,Bangalore,94.0
CUST1161,Priya Gupta,rahul.nair827@gmail.com,766060501.0,Pune,149.0
CUST1162,Mira Sharma,rohan.singh648@gmail.com,3559117692.0,Ahmedabad,142.0
CUST1163,Mira Khan,,5603385047.0,Hyderabad,153.0
CUST1164,Sneha Gupta,,4251565474.0,Kolkata,56.0
CUST1165,Suresh Kapoor,aarav.nair500@gmail.com,7078974223.0,Ahmedabad,107.0
CUST1166,Aarav Das,kabir.kulkarni926@gmail.com,,Delhi,118.0
CUST1167,Suresh Patel,,1238874927.0,Bangalore,15.0
CUST1168,Ishita Singh,anita.khan723@gmail.com,3025403916.0,Mumbai,264.0
CUST1169,Miar Gupta,,890212864.0,Pune,
CUST1170,Ishita Kulkarni,anita.shah991@gmail.com,9155312845.0,Kolkata,87.0
CUST1171,Anita Gupta,rohan.nair484@gmail.com,8704330656.0,Bangalore,73.0
CUST1172,Mira Singh,mira.reddy545@gmail.com,7031117898.0,Pune,176.0
CUST1173,Ishita Reddy,priya.khan120@gmail.com,3549511824.0,Kolkata,109.0
CUST1174,Ishita Nair,,7543587693.0,Mumbai,27.0
CUST1175,Ishita Shah,,1511009876.0,Bangalore,97.0
CUST1176,Arjun Shah,arjun.nair623@gmail.com,3682950659.0,Jaipur,174.0
CUST1177,Mira Das,ishita.sharma759@gmail.com,5211308038.0,Surat,56.0
CUST1178,nAaya Gupta,arjun.sharma193@gmail.com,4801322401.0,Hyderabad,142.0
CUST1179,Mira Das,ishita.gupta483@gmail.com,9503747168.0,Chennai,44.0
CUST1180,Priya Sharma,aarav.shah392@gmail.com,4759815414.0,Jaipur,88.0
CUST1181,Anita Patel,mira.kulkarni885@gmail.com,8442238747.0,Ahmedabad,184.0
CUST1182,Suresh Sharma,arjun.kulkarni553@gmail.com,,Ahmedabad,182.0
CUST1183,Aarav Das,anita.gupta564@gmail.com,2905364564.0,Bangalore,129.0
CUST1184,Mira Singh,anita.singh625@gmail.com,7555972709.0,Ahmedabad,111.0
CUST1185,Mira Patel,diya.kapoor216@gmail.com,9412002252.0,Surat,51.0
CUST1186,Anaya Singh,ishita.sharma538@gmail.com,2678643764.0,Jaipur,185.0
CUST1187,Rohan Gupta,rahul.kulkarni878@gmail.com,8142557105.0,Chennai,68.0
CUST1188,Rahul Shah,,9884401187.0,Hyderabad,69.0
CUST1189,Sneha Kulkarni,arjun.nair243@gmail.com,6041468982.0,Kolkata,25.0
CUST1190,Sneha Gupta,sneha.patel527@gmail.com,2020724097.0,Delhi,14.0
CUST1191,Sneha Shah,rohan.kapoor896@gmail.com,8054521358.0,Surat,129.0
CUST1192,Mira Kulkarni,aarav.patel34@gmail.com,7824375829.0,Chennai,122.0
CUST1193,Sneha Patel,,2554654173.0,Surat,83.0
CUST1194,Suresh Gupta,kabir.khan688@gmail.com,3169789480.0,Chennai,96.0
CUST1195,Arjun Shah,aarav.patel433@gmail.com,1448723100.0,Delhi,86.0
CUST1196,Mira Kapoor,ishita.gupta479@gmail.com,9583364128.0,Surat,145.0
CUST1197,Sneha Sharma,priya.sharma213@gmail.com,6823483266.0,Delhi,55.0
CUST1198,Mira Gupta,,2073140795.0,Delhi,96.0
CUST1199,Mira Khan,kabir.sharma471@gmail.com,2303161038.0,Hyderabad,67.0
CUST1200,Kabir Reddy,kabir.nair844@gmail.com,1290402892.0,Jaipur,154.0
CUST1201,Aarav Singh,diya.singh205@gmail.com,3474461553.0,Jaipur,22.0
CUST1202,Anaya Sharma,priya.shah574@gmail.com,2666618625.0,Pune,130.0
CUST1203,Kabir Shah,rohan.gupta847@gmail.com,1261864167.0,Hyderabad,118.0
CUST1204,Surehs Reddy,priya.gupta436@gmail.com,5041545137.0,Bangalore,34.0
CUST1205,Ishita Gupta,suresh.gupta145@gmail.com,6290942089.0,Bangalore,112.0
CUST1206,Diya Kapoor,arjun.shah614@gmail.com,2521173224.0,Ahmedabad,49.0
CUST1207,Diya Patel,anaya.reddy920@gmail.com,9696464048.0,Pune,149.0
CUST1208,Anita Patel,kabir.shah952@gmail.com,6088946291.0,Jaipur,142.0
CUST1209,Priya Patel,mira.sharma638@gmail.com,9838364112.0,Mumbai,81.0
CUST1210,Priya Shah,rohan.kulkarni126@gmail.com,8408628369.0,Hyderabad,109.0
CUST1211,Ishita Patel,sneha.nair452@gmail.com,6087194290.0,Mumbai,78.0
CUST1212,Diya Kapoor,priya.singh205@gmail.com,3810059105.0,Delhi,112.0
CUST1213,Sneha Kapoor,sneha.gupta444@gmail.com,7616471852.0,Bangalore,103.0
CUST1214,Ishita Singh,priya.khan907@gmail.com,6852055918.0,Chennai,120.0
CUST1215,Suresh Singh,mira.shah897@gmail.com,2924569342.0,Chennai,146.0
CUST1216,Kabir Shah,rohan.singh648@gmail.com,3908757018.0,Surat,
CUST1217,Ishita Gupta,rahul.shah222@gmail.com,4403834554.0,Delhi,72.0
CUST1218,Ishita Reddy,anaya.kapoor272@gmail.com,8406111885.0,Hyderabad,96.0
CUST1219,Kabir Shah,priya.kapoor854@gmail.com,6354997581.0,Chennai,114.0
CUST1220,Arjun Sharma,rahul.reddy609@gmail.com,8820004213.0,Surat,210.0
CUST1221,Anaya Kulkarni,aarav.sharma817@gmail.com,9473974829.0,Pune,
CUST1222,Ishita Nair,priya.singh537@gmail.com,2584384343.0,Ahmedabad,78.0
CUST1223,Sneha Das,kabir.das979@gmail.com,8599535830.0,Jaipur,53.0
CUST1224,Priya Sharma,sneha.sharma833@gmail.com,8139128782.0,Mumbai,
CUST1225,Anita hSarma,diya.singh874@gmail.com,2143295013.0,Delhi,217.0
CUST1226,Anita Nair,,135191092.0,Surat,56.0
CUST1227,Sneha Sharma,anita.gupta283@gmail.com,8871872454.0,Ahmedabad,72.0
CUST1228,Anaya Sharma,diya.kapoor325@gmail.com,6158622254.0,Delhi,55.0
CUST1229,Aarav Sharma,rahul.reddy766@gmail.com,7215863878.0,Chennai,77.0
CUST1230,Ishita Singh,arjun.patel757@gmail.com,6723221673.0,Bangalore,122.0
CUST1231,Aarav Kapoor,diya.patel432@gmail.com,6495153733.0,Delhi,124.0
CUST1232,Anay aNair,anaya.patel518@gmail.com,1970985527.0,Pune,71.0
CUST1233,Aarav Gupta,arjun.gupta389@gmail.com,9495925017.0,Surat,145.0
CUST1234,Mira Khan,suresh.kapoor55@gmail.com,2488661675.0,Bangalore,33.0
CUST1235,Suresh Singh,kabir.sharma488@gmail.com,2517077067.0,Hyderabad,106.0
CUST1236,Kabir Das,suresh.patel972@gmail.com,8928120301.0,Mumbai,58.0
CUST1237,Rahul Das,mira.sharma477@gmail.com,7847471142.0,Mumbai,122.0
CUST1238,Kabir Kpaoor,arjun.patel61@gmail.com,4798839717.0,Ahmedabad,121.0
CUST1239,Mira Das,priya.gupta179@gmail.com,7481888014.0,Kolkata,351.0
CUST1240,Rahul Singh,anaya.gupta891@gmail.com,8596643818.0,Mumbai,
CUST1241,Rohan Reddy,priya.patel629@gmail.com,9407485113.0,Delhi,37.0
CUST1242,Anita Das,rahul.kulkarni744@gmail.com,5420792593.0,Surat,15.0
CUST1243,Aarav Reddy,ishita.khan843@gmail.com,,Surat,
CUST1244,Anita Sharma,,9305570335.0,Delhi,52.0
CUST1245,Rohan Gupta,priya.shah95@gmail.com,9001034681.0,Hyderabad,30.0
CUST1246,Anaya Kapoor,anita.sharma74@gmail.com,4433104752.0,Kolkata,84.0
CUST1247,Sneha Khan,rahul.khan117@gmail.com,4798512256.0,Kolkata,37.0
CUST1248,Arjun Patel,anita.shah33@gmail.com,6570550500.0,Bangalore,21.0
CUST1249,Aarav Shah,priya.khan34@gmail.com,8439747008.0,Ahmedabad,89.0
CUST1250,Kabir Singh,,7435709736.0,Bangalore,
CUST1251,Anita Kulkarni,anaya.reddy71@gmail.com,3421280398.0,Surat,218.0
CUST1252,Suresh Patel,diya.das203@gmail.com,6609125293.0,Hyderabad,34.0
CUST1253,Mira Gupta,rohan.sharma875@gmail.com,9086589702.0,Chennai,46.0
CUST1254,Rahul Shah,kabir.gupta21@gmail.com,2575472738.0,Chennai,225.0
CUST1255,Rahul Khan,aarav.khan705@gmail.com,8963860797.0,Hyderabad,48.0
CUST1256,Sneha Khan,anita.nair753@gmail.com,274702522.0,Ahmedabad,81.0
CUST1257,Anaya Singh,sneha.kapoor253@gmail.com,4641944665.0,Delhi,17.0
CUST1258,Rohan Khan,anita.kapoor449@gmail.com,7386873281.0,Jaipur,60.0
CUST1259,Mira Sharma,arjun.das257@gmail.com,8825488754.0,Kolkata,230.0
CUST1260,Priya Gupta,diya.nair997@gmail.com,6546199663.0,Kolkata,152.0
CUST1261,Suresh Kapoor,sneha.das319@gmail.com,519492117.0,Delhi,8.0
CUST1262,Priya Sharma,rohan.singh458@gmail.com,3208368628.0,Ahmedabad,162.0
CUST1263,Sneha Reddy,kabir.gupta48@gmail.com,3104295893.0,Hyderabad,38.0
CUST1264,Anaya Das,rohan.sharma574@gmail.com,7300651931.0,Bangalore,58.0
CUST1265,Arjun Kulkarni,arjun.singh309@gmail.com,1727531093.0,Ahmedabad,43.0
CUST1266,Anita Singh,aarav.shah439@gmail.com,7636054185.0,Jaipur,132.0
CUST1267,Rahul Singh,ishita.patel472@gmail.com,2279011772.0,Surat,46.0
CUST1268,Rahul Reddy,rohan.kulkarni197@gmail.com,2399272953.0,Kolkata,43.0
CUST1269,Dyia Khan,anaya.nair762@gmail.com,7846819216.0,Surat,118.0
CUST1270,Kabir Khan,kabir.sharma386@gmail.com,3437605560.0,Pune,57.0
CUST1271,Suresh Das,rohan.reddy206@gmail.com,195495264.0,Mumbai,118.0
CUST1272,Priya Das,aarav.das936@gmail.com,7987438539.0,Bangalore,46.0
CUST1273,Anaya Reddy,sneha.singh276@gmail.com,5982215510.0,Kolkata,47.0
CUST1274,Rohan Patel,aarav.nair477@gmail.com,6314712368.0,Chennai,158.0
CUST1275,Anita Singh,anita.sharma994@gmail.com,1677377872.0,Ahmedabad,51.0
CUST1276,Rahul Reddy,aarav.reddy759@gmail.com,798527871.0,Jaipur,74.0
CUST1277,Rohan Reddy,rahul.singh255@gmail.com,4829432490.0,Bangalore,172.0
CUST1278,Sneha Singh,sneha.sharma544@gmail.com,1621845705.0,Pune,64.0
CUST1279,Rohan Patel,aarav.singh231@gmail.com,9443757392.0,Pune,47.0
CUST1280,Mira Nair,mira.das70@gmail.com,3612550031.0,Delhi,93.0
CUST1281,Mira Sharma,sneha.khan107@gmail.com,6883322501.0,Delhi,65.0
CUST1282,Suresh Shah,rohan.kulkarni374@gmail.com,5273394554.0,Mumbai,69.0
CUST1283,Mira Shamra,arjun.reddy24@gmail.com,200945901.0,Surat,87.0
CUST1284,Rahul Shah,suresh.das804@gmail.com,5111848665.0,Chennai,40.0
CUST1285,Suresh Reddy,rohan.gupta14@gmail.com,6422276529.0,Ahmedabad,40.0
CUST1286,Anaya Nair,,2626580681.0,Mumbai,17.0
CUST1287,Ishita Das,anita.kulkarni372@gmail.com,3363685769.0,Ahmedabad,56.0
CUST1288,Kabir Nair,anaya.kulkarni334@gmail.com,1249752759.0,Mumbai,
CUST1289,Suresh Shah,aarav.das390@gmail.com,3336396121.0,Bangalore,
CUST1290,Kabir Kulkarni,rahul.nair713@gmail.com,5795154256.0,Bangalore,67.0
CUST1291,Ishita Kapoor,aarav.sharma123@gmail.com,,Delhi,147.0
CUST1292,Kabir Patel,kabir.khan35@gmail.com,667972913.0,Kolkata,121.0
CUST1293,Priya Reddy,rohan.reddy311@gmail.com,9125913140.0,Kolkata,122.0
CUST1294,Aarav Singh,rohan.gupta886@gmail.com,7420987257.0,Pune,125.0
CUST1295,Anita Das,,4373868817.0,Hyderabad,130.0
CUST1296,Kabir Gupta,rahul.gupta423@gmail.com,8061225664.0,Bangalore,187.0
CUST1297,Sneha Kulkarni,,9449042646.0,Kolkata,162.0
CUST1298,Rohan Shamra,kabir.shah847@gmail.com,,Ahmedabad,83.0
CUST1299,Rohan Reddy,anita.singh914@gmail.com,3336318662.0,Delhi,93.0
CUST1300,Priya Gupta,ishita.singh450@gmail.com,4054425981.0,Hyderabad,94.0
CUST1301,Kabir Das,priya.sharma995@gmail.com,1351296413.0,Kolkata,80.0
CUST1302,Anita Das,ishita.reddy522@gmail.com,5285712338.0,Chennai,85.0
CUST1303,Kabir Patel,arjun.shah544@gmail.com,5755955716.0,Pune,61.0
CUST1304,Anita Das,sneha.gupta68@gmail.com,5998654449.0,Jaipur,29.0
CUST1305,Mira Patel,ishita.sharma895@gmail.com,5259764724.0,Kolkata,70.0
CUST1306,Sneha Singh,rahul.shah662@gmail.com,315090516.0,Ahmedabad,28.0
CUST1307,Mira Khan,sneha.reddy679@gmail.com,1807078593.0,Chennai,
CUST1308,Kabir Shah,diya.kapoor812@gmail.com,1677818269.0,Surat,139.0
CUST1309,Aarav Shah,kabir.nair4@gmail.com,8812800837.0,Kolkata,64.0
CUST1310,Suresh Das,suresh.das660@gmail.com,2963289617.0,Delhi,120.0
CUST1311,Suresh Sharma,mira.kulkarni924@gmail.com,4008483570.0,Mumbai,144.0
CUST1312,Ishita Singh,,3174653368.0,Hyderabad,37.0
CUST1313,Priya Singh,priya.das56@gmail.com,7170823625.0,Delhi,51.0
CUST1314,Anaya Nair,ishita.singh265@gmail.com,1461647517.0,Hyderabad,35.0
CUST1315,Arjun Kulkarni,,2259939757.0,Jaipur,42.0
CUST1316,Rohan Khan,aarav.nair151@gmail.com,3291536164.0,Chennai,179.0
CUST1317,Anaya Kulkarni,suresh.gupta225@gmail.com,4957178400.0,Mumbai,157.0
CUST1318,Anaya Patel,anita.nair785@gmail.com,7913915445.0,Surat,34.0
